Код ELKO;Категория;Подкатегория;Производитель;Заводской код;Название и описание продукта;Дополнительная информация;Цена RUR;В наличии MOS;В наличии SPB;Гарантия;Страница ELKO;Рейтинг PG
1141384;Периферия;ИБП для серверов;APC;SMT750RMI2U;UPS SMART 750VA LCD RM 2U SMT750RMI2U APC;Output power capacity, W-500 Watts/ Output power capacity, VA-750 VA/ Wave form type-Sinewave/ Phase-1 phase/ Communication ports:RJ45-1/ Mounting Type:Rack 2U-Yes/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-54 cm,Shipping Box Depth-57 cm,Shipping Box Height-23 cm,Shipping Box Weight-21.88 kg/ Unit Brutto Volume-0.07079 cubm/ Unit Net Weight-17.27 kg/ Unit Gross Weight-21.9 kg/ Parameter Level-3;30791.60;> 10;1;12 месяцев;https://ecom.elko.ru/Catalog/Product/1141384;99
1168959;Периферия;Сетевые фильтры;SVEN;213;PROTECTOR POWER SURGE 1.8M 5OUTL. OPTIMA BASE 213 SVEN;Length-1.8 m/ Colour-Black/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-25 cm,Shipping Box Depth-45.5 cm,Shipping Box Height-33 cm,Shipping Box Weight-11.8 kg/ Unit Brutto Volume-0.0012513 cubm/ Unit Net Weight-0.32 kg/ Unit Gross Weight-0.393 kg/ Parameter Level-3;250.99;> 40;6;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168959;99
1168960;Периферия;Сетевые фильтры;SVEN;214;PROTECTOR POWER SURGE 3M 5OUTL. OPTIMA BASE 214 SVEN;Length-3 m/ Colour-Black/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-27.5 cm,Shipping Box Depth-46.5 cm,Shipping Box Height-32 cm,Shipping Box Weight-13.5 kg/ Unit Brutto Volume-0.001364 cubm/ Unit Net Weight-0.4 kg/ Unit Gross Weight-0.45 kg/ Parameter Level-3;281.10;> 100;10;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168960;99
1168961;Периферия;Сетевые фильтры;SVEN;215;PROTECTOR POWER SURGE 5M 5OUTL. OPTIMA BASE 215 SVEN;Length-5 m/ Colour-Black/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-31 cm,Shipping Box Depth-40.5 cm,Shipping Box Height-33 cm,Shipping Box Weight-17.5 kg/ Unit Brutto Volume-0.0013811 cubm/ Unit Net Weight-0.53 kg/ Unit Gross Weight-0.583 kg/ Parameter Level-3;331.30;> 40;5;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168961;99
1168962;Периферия;Сетевые фильтры;SVEN;SV-0231018GRPRO;PROTECTOR POWER SURGE 1.8M 8OUTL. SV-0231018GR PRO SVEN;Length-1.8 m/ Colour-Grey/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-28.5 cm,Shipping Box Depth-54 cm,Shipping Box Height-44.5 cm,Shipping Box Weight-17.3 kg/ Unit Brutto Volume-0.0022829 cubm/ Unit Net Weight-0.45 kg/ Unit Gross Weight-0.576 kg/ Parameter Level-3;381.50;> 10;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168962;99
1168963;Периферия;Сетевые фильтры;SVEN;SV-0231031GRPRO;PROTECTOR POWER SURGE 3.1M 8OUTL. SV-0231031GR PRO SVEN;Length-3.1 m/ Colour-Grey/ Shipping box quantity-30/ Shipping/Package Box Dimensions:Shipping Box Width-28.5 cm,Shipping Box Depth-55.5 cm,Shipping Box Height-44.5 cm,Shipping Box Weight-20 kg/ Unit Brutto Volume-0.0023463 cubm/ Unit Net Weight-0.58 kg/ Unit Gross Weight-0.666 kg/ Parameter Level-3;421.66;> 10;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168963;99
1168964;Периферия;Сетевые фильтры;SVEN;SV-012304;PROTECTOR POWER SURGE 1.8M 7OUTL. CLASSIC SV-012304 SVEN;Length-1.8 m/ Colour-White/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-23 cm,Shipping Box Depth-43.5 cm,Shipping Box Height-40.5 cm,Shipping Box Weight-10 kg/ Unit Brutto Volume-0.002026 cubm/ Unit Net Weight-0.384 kg/ Unit Gross Weight-0.5 kg/ Parameter Level-3;361.42;> 10;1;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168964;99
1168965;Периферия;Сетевые фильтры;SVEN;SV-012311;PROTECTOR POWER SURGE 3M 7OUTL. CLASSIC SV-012311 SVEN;Length-3 m/ Colour-White/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-23 cm,Shipping Box Depth-45.5 cm,Shipping Box Height-43.5 cm,Shipping Box Weight-12 kg/ Unit Brutto Volume-0.0022761 cubm/ Unit Net Weight-0.464 kg/ Unit Gross Weight-0.6 kg/ Parameter Level-3;401.58;> 10;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168965;99
1168966;Периферия;Сетевые фильтры;SVEN;SV-012328;PROTECTOR POWER SURGE 5M 7OUTL. CLASSIC SV-012328 SVEN;Length-5 m/ Colour-White/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-23 cm,Shipping Box Depth-51 cm,Shipping Box Height-43.5 cm,Shipping Box Weight-15 kg/ Unit Brutto Volume-0.0025513 cubm/ Unit Net Weight-0.606 kg/ Unit Gross Weight-0.75 kg/ Parameter Level-3;481.89;> 10;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168966;99
1157693;Периферия;Сетевые фильтры;AEG;6000014640;PROTECTOR POWER SURGE 6OUTL 6000014640 AEG;Length-1.8 m/ Colour-Black/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-46.5 cm,Shipping Box Depth-55.5 cm,Shipping Box Height-25.5 cm,Shipping Box Weight-14.58 kg/ Unit Brutto Volume-0.00329 cubm/ Unit Net Weight-0.6 kg/ Unit Gross Weight-0.729 kg/ Parameter Level-3;1107.35;> 100;> 10;120 месяцев;https://ecom.elko.ru/Catalog/Product/1157693;99
1156921;Периферия;Сетевые фильтры;AEG;6000007196;PROTECTOR POWER SURGE 7OUTL 6000007196 AEG;Length-1.8 m/ Colour-Black/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-38 cm,Shipping Box Depth-55 cm,Shipping Box Height-55 cm,Shipping Box Weight-16.04 kg/ Unit Brutto Volume-0.005748 cubm/ Unit Net Weight-0.7 kg/ Unit Gross Weight-0.802 kg/ Parameter Level-3;1242.88;> 100;> 10;120 месяцев;https://ecom.elko.ru/Catalog/Product/1156921;99
1158820;Периферия;Аксессуары для консолей;MICROSOFT;52A-00005;GAMEPAD USB XBOX360 BLACK 52A-00005 MS;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ Colour-Black/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-21.5 cm,Shipping Box Depth-34 cm,Shipping Box Height-18.5 cm,Shipping Box Weight-2.66 kg/ Unit Brutto Volume-0.002705 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.532 kg/ Parameter Level-3;1686.63;> 100;1;3 месяца;https://ecom.elko.ru/Catalog/Product/1158820;17
1147936;Периферия;Клавиатуры;GIGABYTE;K3100RU;KEYBOARD USB RUS BLACK K3100 GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows 98-Yes,Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Black/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-27 cm,Shipping Box Depth-40 cm,Shipping Box Height-50 cm,Shipping Box Weight-9 kg/ Unit Brutto Volume-0.0054 cubm/ Unit Net Weight-0.65 kg/ Unit Gross Weight-0.9 kg/ Parameter Level-3;603.25;> 100;> 40;24 месяца;https://ecom.elko.ru/Catalog/Product/1147936;17
1148218;Периферия;Клавиатуры;GIGABYTE;GK-OSMIUMREDRU;KEYBOARD USB RUS RED GK-OSMIUM GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-454(L)* 257(W)*45(H) mm/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-37.8 cm,Shipping Box Depth-38.5 cm,Shipping Box Height-57.5 cm,Shipping Box Weight-14.6 kg/ Unit Brutto Volume-0.01674 cubm/ Unit Net Weight-1.3 kg/ Unit Gross Weight-2.92 kg/ Parameter Level-3;8211.10;> 100;5;24 месяца;https://ecom.elko.ru/Catalog/Product/1148218;17
1146761;Периферия;Клавиатуры;GIGABYTE;K7-RU;KEYBOARD USB RUS BLACK FORCE K7 GIGABYTE;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-480(L)* 195(W)*26.5(H) mm/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-48 cm,Shipping Box Depth-56.5 cm,Shipping Box Height-29 cm,Shipping Box Weight-18 kg/ Unit Brutto Volume-0.007865 cubm/ Unit Net Weight-1.1 kg/ Unit Gross Weight-1.8 kg/ Parameter Level-3;2846.07;> 40;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1146761;17
1146762;Периферия;Клавиатуры;GIGABYTE;GK-OSMIUMBRNRU;KEYBOARD USB RUS BROWN GK-OSMIUM GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-454(L)* 257(W)*45(H) mm/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-37.8 cm,Shipping Box Depth-38.5 cm,Shipping Box Height-57.5 cm,Shipping Box Weight-14.6 kg/ Unit Brutto Volume-0.01674 cubm/ Unit Net Weight-1.3 kg/ Unit Gross Weight-2.92 kg/ Parameter Level-3;8211.10;> 40;5;24 месяца;https://ecom.elko.ru/Catalog/Product/1146762;17
1139977;Периферия;Клавиатуры;GIGABYTE;GK-K7100V2RU;KEYBOARD USB RUS GK-K7100V2 GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows 98-Yes,Windows ME-Yes,Windows 2000-Yes,Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Number of Hot Keys-18/ Finish-Glossy/ Colour-Black/ Dimensions-450(L)*167(W)*18(H) mm/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30.5 cm,Shipping Box Depth-43 cm,Shipping Box Height-49.5 cm,Shipping Box Weight-19 kg/ Unit Brutto Volume-0.003209 cubm/ Unit Net Weight-0.711 kg/ Unit Gross Weight-0.968 kg/ Parameter Level-3;891.30;звонить;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1139977;17
1139981;Периферия;Клавиатуры;GIGABYTE;KM7580V2RU;KEYBOARD +MOUSE RUS WRL KM7580V2 GIGABYTE;Wireless-Yes/ KB language-ENG/RUS/ Number of Hot Keys-15/ Wireless connections:Radio Frequence-2,4 GHz/ Mouse included-Yes/ Mouse Type-Optical/ Resolution-1000 dpi/ Included Accessories-Nano Receiver, CD Driver, Battery*4/ Finish-Glossy/ Colour-Black/ Battery-AAA x4/ Battery weight-46 g/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-19 cm,Shipping Box Depth-43 cm,Shipping Box Height-53.5 cm,Shipping Box Weight-9.6 kg/ Unit Brutto Volume-0.004371 cubm/ Unit Net Weight-0.578 kg/ Unit Gross Weight-0.96 kg/ Parameter Level-3;1611.75;> 100;7;24 месяца;https://ecom.elko.ru/Catalog/Product/1139981;17
1137157;Периферия;Клавиатуры;MICROSOFT;U6R-00017;KEYBOARD BLUETH WEDGE MOBILE RUS U6R-00017 MS;Interface:Bluetooth-Yes/ OS compatibility:MacOS-Yes,Windows 7-Yes,Android-Yes,Windows 8-Yes,Windows RT-Yes/ Wireless-Yes/ KB language-ENG/RUS/ Wireless connections:Bluetooth-Yes,Radio Frequence-2,4 GHz/ Wireless range-5 m/ Battery-AAA x2/ Battery weight-23 g/ Dimensions-Keyboard: 257x101x20.8mm Cover/Stand: 264x134x13.9mm/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-25 cm,Shipping Box Depth-31 cm,Shipping Box Height-16 cm,Shipping Box Weight-4.3 kg/ Unit Brutto Volume-0.00248 cubm/ Unit Net Weight-0.443 kg/ Unit Gross Weight-0.86 kg/ Parameter Level-3;2349.23;7;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1137157;17
1137741;Периферия;Клавиатуры;GEAR HEAD;KB6500BTIPR;KEYBOARD BLUETOOTH RUS /IPAD KB6500BTIPR GEAR HEAD;"OS compatibility:iOS-Yes/ KB language-ENG/RUS/ Wireless connections:Bluetooth-Yes/ Included Accessories-2 AAA Bateries,
User's Manual,
Warranty Information./ Colour-Black/ Battery-AAA x2/ Battery weight-23 g/ Retail box quantity-1/ Shipping box quantity-20/ Unit Brutto Volume-0.002413 cubm/ Unit Net Weight-0.4 kg/ Unit Gross Weight-0.54 kg/ Parameter Level-2";463.53;> 100;> 10;24 месяца;https://ecom.elko.ru/Catalog/Product/1137741;17
1137742;Периферия;Клавиатуры;GEAR HEAD;KB7500ANDR;KEYBOARD BLUETOOTH RUS /ANDROID KB7500ANDR GEAR HEAD;"OS compatibility:Android-Yes/ KB language-ENG/RUS/ Number of Hot Keys-10/ Wireless connections:Bluetooth-Yes/ Included Accessories-2 AAA Batteries,
User's Manual,
Warranty Information./ Colour-Black/ Battery-AAA x2/ Battery weight-23 g/ Retail box quantity-1/ Shipping box quantity-20/ Unit Brutto Volume-0.000689 cubm/ Unit Net Weight-0.3 kg/ Unit Gross Weight-0.345 kg/ Parameter Level-2";463.53;> 100;7;24 месяца;https://ecom.elko.ru/Catalog/Product/1137742;17
1140947;Периферия;Клавиатуры;GIGABYTE;GK-K6800V2RU;KEYBOARD USB RUS BLACK GK-K6800V2 GIGABYTE;Interface:USB-Yes/ OS compatibility:Windows 98-Yes,Windows ME-Yes,Windows 2000-Yes,Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Number of Hot Keys-14/ Scroll-Yes/ Finish-Glossy/ Colour-Black/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-26 cm,Shipping Box Depth-45 cm,Shipping Box Height-53 cm,Shipping Box Weight-12.36 kg/ Unit Brutto Volume-0.006201 cubm/ Unit Net Weight-0.854 kg/ Unit Gross Weight-1.24 kg/ Parameter Level-3;898.58;1;3;24 месяца;https://ecom.elko.ru/Catalog/Product/1140947;17
1144713;Периферия;Клавиатуры;GIGABYTE;GK-K6150V2RUWCR;KEYBOARD USB RUS WHITE GK-K6150V2 GIGABYTE;Interface:USB-Yes/ OS compatibility:Windows 98-Yes,Windows ME-Yes,Windows 2000-Yes,Windows XP-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Number of Hot Keys-9/ Colour-White/ Dimensions-460(L)x160(W)x22(H) mm/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-20.5 cm,Shipping Box Depth-34 cm,Shipping Box Height-50 cm,Shipping Box Weight-7.1 kg/ Unit Brutto Volume-0.003485 cubm/ Unit Net Weight-0.548 kg/ Unit Gross Weight-0.71 kg/ Parameter Level-3;610.54;> 100;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1144713;17
1144714;Периферия;Клавиатуры;GIGABYTE;GK-K7100V2RUWHITE;KEYBOARD USB RUS WHITE GK-K7100V2 GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows 98-Yes,Windows ME-Yes,Windows 2000-Yes,Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Number of Hot Keys-18/ Colour-White/ Dimensions-450(L)*167(W)*18(H) mm/ Retail box quantity-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30.5 cm,Shipping Box Depth-43 cm,Shipping Box Height-49.5 cm,Shipping Box Weight-19 kg/ Unit Brutto Volume-0.003209 cubm/ Unit Net Weight-0.711 kg/ Unit Gross Weight-0.968 kg/ Parameter Level-3;891.30;> 100;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1144714;17
1144716;Периферия;Клавиатуры;GIGABYTE;FK3RUBLACK;KEYBOARD USB RUS BLACK FORCE K3 GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-490(L)* 263(W)*32.8(H) mm/ Retail box quantity-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-26 cm,Shipping Box Depth-39.5 cm,Shipping Box Height-51 cm,Shipping Box Weight-12.5 kg/ Unit Brutto Volume-0.005238 cubm/ Unit Net Weight-0.9 kg/ Unit Gross Weight-1.25 kg/ Parameter Level-3;1337.62;> 100;5;24 месяца;https://ecom.elko.ru/Catalog/Product/1144716;17
1144717;Периферия;Клавиатуры;GIGABYTE;K8100V2RUBLACK;KEYBOARD USB RUS BLACK K8100V2 GIGABYTE;Interface:USB 2.0-Yes/ OS compatibility:Windows 98-Yes,Windows ME-Yes,Windows 2000-Yes,Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-490* 263*32.8mm/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-25 cm,Shipping Box Depth-53.5 cm,Shipping Box Height-38 cm,Shipping Box Weight-10.1 kg/ Unit Brutto Volume-0.01017 cubm/ Unit Net Weight-1.3 kg/ Unit Gross Weight-2.02 kg/ Parameter Level-3;4138.65;> 10;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1144717;17
1128914;Периферия;Клавиатуры;MICROSOFT;5MH-00016;KEYBOARD +MOUSE USB RUS 400 OEM 5MH-00016 MS;Interface:USB-Yes/ OS compatibility:Windows Vista-Yes/ KB language-ENG/RUS/ Scroll-Yes/ Mouse included-Yes/ Mouse Type-Optical/ Number of buttons-3/ Colour-Black/ Dimensions-Keyboard: 456x160x42.7 Mouse:113x57.9x39.2mm/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-24 cm,Shipping Box Depth-56 cm,Shipping Box Height-19 cm,Shipping Box Weight-4.84 kg/ Unit Brutto Volume-0.005107 cubm/ Unit Net Weight-0.712 kg/ Unit Gross Weight-0.968 kg/ Parameter Level-3;581.28;> 100;> 10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1128914;17
1128915;Периферия;Клавиатуры;MICROSOFT;6JH-00019;KEYBOARD 200 RUS BLACK OEM 6JH-00019 MS;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-473x172x30.1mm/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-22.5 cm,Shipping Box Depth-51 cm,Shipping Box Height-21 cm,Shipping Box Weight-4.2 kg/ Unit Brutto Volume-0.00482 cubm/ Unit Net Weight-0.595 kg/ Unit Gross Weight-0.84 kg/ Parameter Level-3;391.54;> 100;> 10;24 месяца;https://ecom.elko.ru/Catalog/Product/1128915;17
1128900;Периферия;Клавиатуры;MICROSOFT;7ZJ-00023;KEYBOARD COMFORT CURVE 3000 DESKTOP RUS 7ZJ-00023 MS;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Mouse included-Yes/ Mouse Type-Optical/ Number of buttons-3/ Colour-Black/ Dimensions-Keyboard: 47x17.5x3.3cm Mouse: 11.5x6.56x4.08cm/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-25.5 cm,Shipping Box Depth-58.5 cm,Shipping Box Height-19.5 cm,Shipping Box Weight-4.98 kg/ Unit Brutto Volume-0.005818 cubm/ Unit Net Weight-0.692 kg/ Unit Gross Weight-0.996 kg/ Parameter Level-3;780.07;> 40;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1128900;17
1117087;Периферия;Клавиатуры;MICROSOFT;JWD-00002;KEYBOARD 200 RUS BLACK JWD-00002 MS;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Dimensions-473 x 172 x 30.1mm/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-23 cm,Shipping Box Depth-50 cm,Shipping Box Height-22 cm,Shipping Box Weight-9.5 kg/ Unit Brutto Volume-0.00506 cubm/ Unit Net Weight-0.595 kg/ Unit Gross Weight-1.9 kg/ Parameter Level-3;448.76;> 100;> 10;24 месяца;https://ecom.elko.ru/Catalog/Product/1117087;17
1124969;Периферия;Клавиатуры;MICROSOFT;3TJ-00012;KEYBOARD COMFORT CURVE 3000 BLACK RUS 3TJ-00012 MS;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Retail box quantity-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-22 cm,Shipping Box Depth-50 cm,Shipping Box Height-19.5 cm,Shipping Box Weight-4.46 kg/ Unit Brutto Volume-0.00429 cubm/ Unit Net Weight-0.6 kg/ Unit Gross Weight-0.892 kg/ Parameter Level-3;621.44;> 100;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1124969;17
1111402;Периферия;Клавиатуры;MICROSOFT;J5D-00014;KEYBOARD ARC RUS BLACK J5D-00014 MS;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,MacOS-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Colour-Black/ Battery-AAA x2/ Battery weight-23 g/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-22 cm,Shipping Box Depth-34 cm,Shipping Box Height-20 cm,Shipping Box Weight-3.4 kg/ Unit Brutto Volume-0.002992 cubm/ Unit Net Weight-0.351 kg/ Unit Gross Weight-0.68 kg/ Parameter Level-3;1827.18;> 40;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1111402;17
1111920;Периферия;Клавиатуры;MICROSOFT;ANB-00018;KEYBOARD 600 RUS BLACK ANB-00018 MS;Interface:USB 2.0-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes/ KB language-ENG/RUS/ Number of Hot Keys-4/ Colour-Black/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-19.5 cm,Shipping Box Depth-48.5 cm,Shipping Box Height-19.5 cm,Shipping Box Weight-4.3 kg/ Unit Brutto Volume-0.003688 cubm/ Unit Net Weight-0.7 kg/ Unit Gross Weight-0.86 kg/ Parameter Level-3;616.42;звонить;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1111920;17
1168967;Периферия;Клавиатуры;SVEN;SV-03100303UW;KEYBOARD STANDART 303 USB RUS WHITE SV-03100303UW SVEN;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-White/ Dimensions-442x20x133mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-32 cm,Shipping Box Depth-48 cm,Shipping Box Height-32 cm,Shipping Box Weight-11.4 kg/ Unit Brutto Volume-0.0024576 cubm/ Unit Net Weight-0.405 kg/ Unit Gross Weight-0.57 kg/ Parameter Level-3;321.26;> 10;2;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168967;17
1168968;Периферия;Клавиатуры;SVEN;SV-03100303UB;KEYBOARD STANDART 303 USB RUS BLACK SV-03100303UB SVEN;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-442x20x133mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-32 cm,Shipping Box Depth-48 cm,Shipping Box Height-32 cm,Shipping Box Weight-11.3 kg/ Unit Brutto Volume-0.0024576 cubm/ Unit Net Weight-0.405 kg/ Unit Gross Weight-0.565 kg/ Parameter Level-3;281.10;> 100;> 10;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168968;17
1168969;Периферия;Клавиатуры;SVEN;SV-03100307UB;KEYBOARD STANDART 307M USB RUS BLACK SV-03100307UB SVEN;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-438x23x138mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30 cm,Shipping Box Depth-47 cm,Shipping Box Height-35 cm,Shipping Box Weight-11.4 kg/ Unit Brutto Volume-0.0024675 cubm/ Unit Net Weight-0.418 kg/ Unit Gross Weight-0.57 kg/ Parameter Level-3;361.42;> 100;10;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168969;17
1168970;Периферия;Клавиатуры;SVEN;SV-03100309US;KEYBOARD STANDART 309M USB RUS SILVER SV-03100309US SVEN;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Silver/ Dimensions-403x22x146.5mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30 cm,Shipping Box Depth-43.5 cm,Shipping Box Height-35 cm,Shipping Box Weight-11 kg/ Unit Brutto Volume-0.0022838 cubm/ Unit Net Weight-0.414 kg/ Unit Gross Weight-0.55 kg/ Parameter Level-3;391.54;> 40;5;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168970;17
1168971;Периферия;Клавиатуры;SVEN;SV-03100309UB;KEYBOARD STANDART 309M USB RUS BLACK SV-03100309UB SVEN;Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Colour-Black/ Dimensions-403x22x146.5mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-30 cm,Shipping Box Depth-43.5 cm,Shipping Box Height-34.5 cm,Shipping Box Weight-11.3 kg/ Unit Brutto Volume-0.0022511 cubm/ Unit Net Weight-0.414 kg/ Unit Gross Weight-0.565 kg/ Parameter Level-3;381.50;> 40;5;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168971;17
1168972;Периферия;Клавиатуры;SVEN;SV-03100310UB;KEYBOARD +MOUSE STANDART 310 COMBO RUS SV-03100310UB SVEN;"Interface:USB-Yes/ OS compatibility:Windows XP-Yes,Windows Vista-Yes,Windows 7-Yes,Windows 8-Yes/ KB language-ENG/RUS/ Mouse included-Yes/ Mouse Type-Optical/ Resolution-800 dpi/ Number of buttons-3/ Colour-Black/ Dimensions-keyboard 442x20x133mm; mouse 105x56x35mm/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-34 cm,Shipping Box Depth-56 cm,Shipping Box Height-41 cm,Shipping Box Weight-13.3 kg/ Unit Brutto Volume-0.0039032 cubm/ Unit Net Weight-0.483 kg/ Unit Gross Weight-0.665 kg/ Parameter Level-3";562.21;> 100;> 10;12 месяцев;https://ecom.elko.ru/Catalog/Product/1168972;17
