Код ELKO;Категория;Подкатегория;Производитель;Заводской код;Название и описание продукта;Дополнительная информация;Цена RUR;В наличии MOS;В наличии SPB;Гарантия;Страница ELKO;Рейтинг PG
1158973;Комплектующие;Видеокарты;ASUS;GT730-1GD5-BRK;Видеокарта PCIE16 GT730 1Гб GDDR5 GT730-1GD5-BRK;Chipset-NVIDIA GeForce GT 730/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 8x/ Graphics memory type-GDDR5/ Memory clock-1252 MHz/ GPU clock-901 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-35 cm,Shipping Box Depth-50 cm,Shipping Box Height-26 cm,Shipping Box Weight-9.4 kg/ Unit Brutto Volume-0.002275 cubm/ Unit Net Weight-0.42 kg/ Unit Gross Weight-0.47 kg/ Parameter Level-3;3873.78;звонить;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1158973;11
1157665;Комплектующие;Видеокарты;MSI;N750TI-2GD5/OCV1;Видеокарта PCIE16 GTX750TI 2Гб GDDR5 N750TI-2GD5/OCV1;Chipset-NVIDIA GeForce GTX 750 TI/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5400 MHz/ GPU clock-1059 MHz/ GPU boost clock-1137 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-36.5 cm,Shipping Box Depth-48 cm,Shipping Box Height-34 cm,Shipping Box Weight-7.45 kg/ Unit Brutto Volume-0.005957 cubm/ Unit Net Weight-0.29 kg/ Unit Gross Weight-0.745 kg/ Parameter Level-3;8674.63;> 100;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1157665;11
1157666;Комплектующие;Видеокарты;MSI;N730K-1GD5LP/OC;Видеокарта PCIE16 GT730 1Гб GDDR5 N730K-1GD5LP/OC;Chipset-NVIDIA GeForce GT 730/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 16x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1006 MHz/ Max resolution-4096x2160/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-55.5 cm,Shipping Box Depth-26.5 cm,Shipping Box Height-36.5 cm,Shipping Box Weight-9.65 kg/ Unit Brutto Volume-0.002684 cubm/ Unit Net Weight-0.202 kg/ Unit Gross Weight-0.483 kg/ Parameter Level-3;3708.23;> 100;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1157666;11
1157571;Комплектующие;Видеокарты;SAPPHIRE;11221-08-40G;Видеокарта PCIE16 R9 280X 3Гб GDDR5 TRI-X OC 11221-08-40G;Chipset-AMD Radeon R9 280X/ Graphics memory size-3072 MB/ Memory bus-384 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-6400 MHz/ GPU clock-1000 MHz/ GPU boost clock-1100 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,Mini DisplayPort-2/ Included Accessories-CF Bridge Cable / Mini-DP to DP Cable / 8-PIN to 4 PIN x2 Power Cable / HDMI 1.4a high speed 1.8 meter cable/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-51 cm,Shipping Box Depth-52 cm,Shipping Box Height-40 cm,Shipping Box Weight-15.95 kg/ Unit Brutto Volume-0.01061 cubm/ Unit Net Weight-1.11 kg/ Unit Gross Weight-1.6 kg/ Parameter Level-3;15428.91;3;1;24 месяца;https://ecom.elko.ru/Catalog/Product/1157571;11
1157572;Комплектующие;Видеокарты;SAPPHIRE;11222-17-20G;Видеокарта PCIE16 R7 260X 2Гб GDDR5 11222-17-20G SML;Chipset-AMD Radeon R7 260X/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1000 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-1,DisplayPort-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-32 cm,Shipping Box Depth-55 cm,Shipping Box Height-19 cm,Shipping Box Weight-8.66 kg/ Unit Brutto Volume-0.003344 cubm/ Unit Net Weight-0.48 kg/ Unit Gross Weight-0.866 kg/ Parameter Level-3;7151.60;> 40;1;24 месяца;https://ecom.elko.ru/Catalog/Product/1157572;11
1157424;Комплектующие;Видеокарты;MSI;N740-2GD5;Видеокарта PCIE16 GT740 2Гб GDDR5 N740-2GD5;Chipset-Nvidia GeForce GT 740/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1006 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-36.5 cm,Shipping Box Depth-26.5 cm,Shipping Box Height-55 cm,Shipping Box Weight-11.5 kg/ Unit Brutto Volume-0.00266 cubm/ Unit Net Weight-0.294 kg/ Unit Gross Weight-0.575 kg/ Parameter Level-3;6092.10;> 40;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1157424;11
1157919;Комплектующие;Видеокарты;GIGABYTE;GV-R725OC-2GIV3.0;Видеокарта PCIE8 R7 250 2Гб GDDR3 GV-R725OC-2GI V3.0;Chipset-AMD Radeon R7 250/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 8x/ Graphics memory type-GDDR3/ Memory clock-1600 MHz/ GPU clock-700 MHz/ GPU boost clock-720 MHz/ Max resolution-4096x2160/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-45 cm,Shipping Box Depth-54 cm,Shipping Box Height-34 cm,Shipping Box Weight-14.2 kg/ Unit Brutto Volume-0.004131 cubm/ Unit Net Weight-0.5 kg/ Unit Gross Weight-0.71 kg/ Parameter Level-3;5032.61;> 40;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1157919;11
1157924;Комплектующие;Видеокарты;GIGABYTE;GV-N740D5OC-1GI;Видеокарта PCIE16 GT740 1Гб GDDR5 GV-N740D5OC-1GI;Chipset-Nvidia GeForce GT 740/ Graphics memory size-1024 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1072 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-2,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-45 cm,Shipping Box Depth-56 cm,Shipping Box Height-33 cm,Shipping Box Weight-14.77 kg/ Unit Brutto Volume-0.004158 cubm/ Unit Net Weight-0.6 kg/ Unit Gross Weight-0.738 kg/ Parameter Level-3;5595.47;> 100;6;36 месяцев;https://ecom.elko.ru/Catalog/Product/1157924;11
1160100;Комплектующие;Видеокарты;GIGABYTE;GV-N750OC-2GL;Видеокарта PCIE16 GTX750 2Гб GDDR5 GV-N750OC-2GL;Chipset-NVIDIA GeForce GTX 750/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-1059 MHz/ GPU boost clock-1137 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-2,DisplayPort-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-55 cm,Shipping Box Height-33 cm,Shipping Box Weight-11.9 kg/ Unit Brutto Volume-0.003993 cubm/ Unit Net Weight-0.56 kg/ Unit Gross Weight-0.595 kg/ Parameter Level-3;7019.16;> 40;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160100;11
1160262;Комплектующие;Видеокарты;PALIT;NE5X980H14G2-2042J;Видеокарта PCIE16 GTX980 4Гб GDDR5 S JETSTREAM NE5X980H14G2;Chipset-NVIDIA GeForce GTX 980/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-3600 MHz/ GPU clock-1203 MHz/ GPU boost clock-1304 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,Mini DisplayPort-3,HDMI Micro (D)-1/ Shipping box quantity-1/ Shipping/Package Box Dimensions:Shipping Box Width-10 cm,Shipping Box Depth-41 cm,Shipping Box Height-27 cm,Shipping Box Weight-1.74 kg/ Unit Brutto Volume-0.01107 cubm/ Unit Net Weight-1.7 kg/ Unit Gross Weight-1.74 kg/ Parameter Level-3;34566.06;> 100;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160262;11
1160279;Комплектующие;Видеокарты;MSI;GTX980GAMING4G;Видеокарта PCIE16 GTX980 4Гб GDDR5 GTX 980 GAMING 4G;Chipset-NVIDIA GeForce GTX 980/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7010 MHz/ GPU clock-1190 MHz/ GPU boost clock-1291 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-1,DisplayPort-3/ Included Accessories-1 x 8-pin Power Cable, 1 x DVI to VGA Dongle/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-45 cm,Shipping Box Depth-56 cm,Shipping Box Height-37 cm,Shipping Box Weight-19.15 kg/ Unit Brutto Volume-0.009324 cubm/ Unit Net Weight-0.782 kg/ Unit Gross Weight-1.91 kg/ Parameter Level-3;35824.21;> 100;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160279;11
1160480;Комплектующие;Видеокарты;GIGABYTE;GV-N730D5-2GI;Видеокарта PCIE8 GT730 2Гб GDDR5 GV-N730D5-2GI;Chipset-NVIDIA GeForce GT 730/ Graphics memory size-2048 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 8x/ Graphics memory type-GDDR5/ Memory clock-5000 MHz/ GPU clock-902 MHz/ Max resolution-4096x2160/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-44.5 cm,Shipping Box Depth-54.5 cm,Shipping Box Height-33 cm,Shipping Box Weight-11.83 kg/ Unit Brutto Volume-0.004002 cubm/ Unit Net Weight-0.51 kg/ Unit Gross Weight-0.592 kg/ Parameter Level-3;4105.54;звонить;10;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160480;11
1160481;Комплектующие;Видеокарты;GIGABYTE;GV-N75TOC-2GL;Видеокарта PCIE16 GTX750TI 2Гб GDDR5 GV-N75TOC-2GL;Chipset-NVIDIA GeForce GTX 750 TI/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-5400 MHz/ GPU clock-1033 MHz/ GPU boost clock-1111 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-2,DisplayPort-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-44.5 cm,Shipping Box Depth-55 cm,Shipping Box Height-33 cm,Shipping Box Weight-12.1 kg/ Unit Brutto Volume-0.004038 cubm/ Unit Net Weight-0.5 kg/ Unit Gross Weight-0.605 kg/ Parameter Level-3;8409.75;> 100;7;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160481;11
1160389;Комплектующие;Видеокарты;GIGABYTE;GV-N970WF3OC-4GD;Видеокарта PCIE16 GTX970 4Гб GDDR5 GV-N970WF3OC-4GD;Chipset-NVIDIA GeForce GTX 970/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7000 MHz/ GPU clock-1114 MHz/ GPU boost clock-1253 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-3/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-47.5 cm,Shipping Box Depth-48.5 cm,Shipping Box Height-43 cm,Shipping Box Weight-13.3 kg/ Unit Brutto Volume-0.009906 cubm/ Unit Net Weight-1.2 kg/ Unit Gross Weight-1.33 kg/ Parameter Level-3;21785.89;> 100;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160389;11
1160390;Комплектующие;Видеокарты;GIGABYTE;GV-N980G1GAMING-4GD;Видеокарта PCIE16 GTX980 4Гб GDDR5 GV-N980G1 GAMING-4GD;Chipset-NVIDIA GeForce GTX 980/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory CLK-7 Gbps/ GPU clock-1228 MHz/ GPU boost clock-1329 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-3/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-47.5 cm,Shipping Box Depth-48.5 cm,Shipping Box Height-42.5 cm,Shipping Box Weight-18.5 kg/ Unit Brutto Volume-0.009791 cubm/ Unit Net Weight-1.4 kg/ Unit Gross Weight-1.85 kg/ Parameter Level-3;38274.30;> 100;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160390;11
1159849;Комплектующие;Видеокарты;GIGABYTE;GV-N970G1GAMING-4GD;Видеокарта PCIE16 GTX970 4Гб GDDR5 GV-N970G1 GAMING-4GD;Chipset-NVIDIA GeForce GTX 970/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7000 MHz/ GPU clock-1178 MHz/ GPU boost clock-1329 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-3/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-48 cm,Shipping Box Depth-49 cm,Shipping Box Height-43 cm,Shipping Box Weight-14.77 kg/ Unit Brutto Volume-0.01011 cubm/ Unit Net Weight-1.3 kg/ Unit Gross Weight-1.48 kg/ Parameter Level-3;22712.95;> 100;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159849;11
1161665;Комплектующие;Видеокарты;MSI;N730-4GD3;Видеокарта PCIE16 GT730 4Гб GDDR3 N730-4GD3;Chipset-NVIDIA GeForce GT 730/ Graphics memory size-4096 MB/ Memory bus-128 bit/ Graphics connector-PCIE 2.0 16x/ Graphics memory type-GDDR3/ Memory clock-1000 MHz/ GPU clock-750 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-37 cm,Shipping Box Depth-56 cm,Shipping Box Height-26.5 cm,Shipping Box Weight-10.4 kg/ Unit Brutto Volume-0.002745 cubm/ Unit Net Weight-0.262 kg/ Unit Gross Weight-0.52 kg/ Parameter Level-3;4933.28;> 40;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1161665;11
1161666;Комплектующие;Видеокарты;MSI;GTX9804GD5OCV1;Видеокарта PCIE16 GTX980 4Гб GDDR5 GTX 980 4GD5 OCV1;Chipset-NVIDIA GeForce GTX 980/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7010 MHz/ GPU clock-1152 MHz/ GPU boost clock-1252 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-1,DisplayPort-3/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-54.5 cm,Shipping Box Height-37 cm,Shipping Box Weight-14.92 kg/ Unit Brutto Volume-0.008873 cubm/ Unit Net Weight-0.824 kg/ Unit Gross Weight-1.49 kg/ Parameter Level-3;34367.40;> 10;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1161666;11
1160509;Комплектующие;Видеокарты;ASUS;GT720-SL-1GD3-BRK;Видеокарта PCIE16 GT720 2Гб GDDR3 GT720-SL-1GD3-BRK;Chipset-NVIDIA GeForce GT 720/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 16x/ Graphics memory type-GDDR3/ Memory clock- 800 MHz/ GPU clock-797 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-34.5 cm,Shipping Box Depth-53.5 cm,Shipping Box Height-26 cm,Shipping Box Weight-9.2 kg/ Unit Brutto Volume-0.002399 cubm/ Unit Net Weight-0.46 kg/ Unit Gross Weight-0.46 kg/ Parameter Level-3;2737.48;звонить;5;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160509;11
1160520;Комплектующие;Видеокарты;PALIT;NE5X980014G2-2042J;Видеокарта PCIE16 GTX980 4Гб GDDR5 JETSTREAM NE5X980014G2;Chipset-NVIDIA GeForce GTX 980/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-3500 MHz/ GPU clock-1127 MHz/ GPU boost clock-1216 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:15pin D-sub-1,Mini DisplayPort-3,Mini-HDMI-1/ Shipping box quantity-5/ Shipping/Package Box Dimensions:Shipping Box Width-29 cm,Shipping Box Depth-42 cm,Shipping Box Height-52 cm,Shipping Box Weight-9.6 kg/ Unit Brutto Volume-0.01267 cubm/ Unit Net Weight-1.752 kg/ Unit Gross Weight-1.92 kg/ Parameter Level-3;33903.87;> 100;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1160520;11
1159985;Комплектующие;Видеокарты;MSI;GTX970GAMING4G;Видеокарта PCIE16 GTX970 4Гб GDDR5 GTX 970 GAMING 4G;Chipset-NVIDIA GeForce GTX 970/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7010 MHz/ GPU clock-1114 MHz/ GPU boost clock-1253 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-44 cm,Shipping Box Depth-55.5 cm,Shipping Box Height-37 cm,Shipping Box Weight-18 kg/ Unit Brutto Volume-0.009035 cubm/ Unit Net Weight-0.814 kg/ Unit Gross Weight-1.8 kg/ Parameter Level-3;22448.07;> 100;4;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159985;11
1159986;Комплектующие;Видеокарты;MSI;GTX9704GD5TOC;Видеокарта PCIE16 GTX970 4Гб GDDR5 GTX 970 4GD5T OC;Chipset-NVIDIA GeForce GTX 970/ Graphics memory size-4096 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-7010 MHz/ GPU clock-1102 MHz/ GPU boost clock-1241 MHz/ Max resolution-4096x2160/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Shipping box quantity-2/ Shipping/Package Box Dimensions:Shipping Box Width-28 cm,Shipping Box Depth-36 cm,Shipping Box Height-18 cm,Shipping Box Weight-3 kg/ Unit Brutto Volume-0.009072 cubm/ Unit Net Weight-0.61 kg/ Unit Gross Weight-1.5 kg/ Parameter Level-3;20925.05;> 100;2;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159986;11
1159887;Комплектующие;Видеокарты;SAPPHIRE;11235-03-20G;Видеокарта PCIE16 R9 285 2Гб GDDR5 D-X OC 11235-03-20G S;"Chipset-AMD Radeon R9 285/ Graphics memory size-2048 MB/ Memory bus-256 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-1400 MHz/ GPU clock-965 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-2,HDMI-1,DisplayPort-1/ Included Accessories-DVI to VGA Adapter,
6 PIN to 4 PIN Power Cable x 2
/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-43 cm,Shipping Box Depth-64.5 cm,Shipping Box Height-19 cm,Shipping Box Weight-12.4 kg/ Unit Brutto Volume-0.00527 cubm/ Unit Net Weight-0.734 kg/ Unit Gross Weight-1.24 kg/ Parameter Level-3";14038.33;> 10;2;24 месяца;https://ecom.elko.ru/Catalog/Product/1159887;11
1159901;Комплектующие;Видеокарты;SAPPHIRE;11229-07-20G;Видеокарта PCIE16 R7 250X 2Гб GDDR5 11229-07-20G;"Chipset-AMD Radeon R7 250X/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR5/ Memory clock-1200 MHz/ GPU clock-950 MHz/ Max resolution-2560x1600/ Cooling system-Dual Slot Fansink/ Input/Output connectors:DVI-1,HDMI-1,DisplayPort-1/ Included Accessories-DVI to VGA Adapter,
6 PIN to 4 PIN Power Cable
/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-33 cm,Shipping Box Depth-55 cm,Shipping Box Height-20 cm,Shipping Box Weight-7 kg/ Unit Brutto Volume-0.00363 cubm/ Unit Net Weight-0.345 kg/ Unit Gross Weight-0.7 kg/ Parameter Level-3";6224.54;10;3;24 месяца;https://ecom.elko.ru/Catalog/Product/1159901;11
1159568;Комплектующие;Видеокарты;ASUS;GT740-DCSL-2GD3;Видеокарта PCIE16 GT740 2Гб GDDR3 GT740-DCSL-2GD3;Chipset-Nvidia GeForce GT 740/ Graphics memory size-2048 MB/ Memory bus-128 bit/ Graphics connector-PCIE 3.0 16x/ Graphics memory type-GDDR3/ Memory clock-1782 MHz/ GPU clock-933 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-10/ Shipping/Package Box Dimensions:Shipping Box Width-31.5 cm,Shipping Box Depth-58 cm,Shipping Box Height-25 cm,Shipping Box Weight-9.1 kg/ Unit Brutto Volume-0.004568 cubm/ Unit Net Weight-0.75 kg/ Unit Gross Weight-0.91 kg/ Parameter Level-3;5959.67;> 40;1;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159568;11
1159576;Комплектующие;Видеокарты;ASUS;GT720-SL-2GD3-BRK;Видеокарта PCIE16 GT720 2Гб GDDR3 GT720-SL-2GD3-BRK;Chipset-NVIDIA GeForce GT 720/ Graphics memory size-2048 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 16x/ Graphics memory type-GDDR3/ Memory clock- 900 MHz/ GPU clock-797 MHz/ Max resolution-2560x1600/ Cooling system-Heatsink (passive)/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-20/ Shipping/Package Box Dimensions:Shipping Box Width-35 cm,Shipping Box Depth-54 cm,Shipping Box Height-26 cm,Shipping Box Weight-10 kg/ Unit Brutto Volume-0.002457 cubm/ Unit Net Weight-0.46 kg/ Unit Gross Weight-0.5 kg/ Parameter Level-3;3377.14;10;3;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159576;11
1159584;Комплектующие;Видеокарты;PALIT;NE5T6400HD06-2081F;Видеокарта PCIE8 GT640 1Гб GDDR5 64B NE5T6400HD06-2081F;Chipset-NVIDIA GeForce GT 640/ Graphics memory size-1024 MB/ Memory bus-64 bit/ Graphics connector-PCIE 2.0 8x/ Graphics memory type-GDDR5/ Memory clock-2505 MHz/ GPU clock-1046 MHz/ Max resolution-2560x1600/ Cooling system-Single Slot Fansink/ Input/Output connectors:15pin D-sub-1,DVI-1,HDMI-1/ Shipping box quantity-40/ Shipping/Package Box Dimensions:Shipping Box Width-49 cm,Shipping Box Depth-58 cm,Shipping Box Height-32 cm,Shipping Box Weight-14.2 kg/ Unit Brutto Volume-0.002274 cubm/ Unit Net Weight-0.325 kg/ Unit Gross Weight-0.355 kg/ Parameter Level-3;3443.36;звонить;звонить;36 месяцев;https://ecom.elko.ru/Catalog/Product/1159584;11
